2018/10/08,0.0,1.7893
2018/10/08,0.08,2.0305
2018/10/08,0.17,2.0508
2018/10/08,0.25,2.0648
2018/10/08,0.5,2.6043
2018/10/08,0.75,2.9008
2018/10/08,1.0,2.9579
2018/10/08,3.0,3.2884
2018/10/08,5.0,3.4431
2018/10/08,7.0,3.625
2018/10/08,10.0,3.6155
2018/10/08,15.0,3.8891
2018/10/08,20.0,3.9302
2018/10/08,30.0,4.1801
2018/10/08,40.0,4.1823
2018/10/08,50.0,4.1843
