2009/1/4,0d,0,0.5982
2009/1/4,1m,0.08,0.7969
2009/1/4,2m,0.17,0.935
2009/1/4,3m,0.25,0.9506
2009/1/4,6m,0.5,1.0098
2009/1/4,9m,0.75,1.074
2009/1/4,1y,1,1.0836
2009/1/4,2y,2,1.1754
2009/1/4,3y,3,1.2796
2009/1/4,4y,4,1.5256
2009/1/4,5y,5,1.8167
2009/1/4,6y,6,1.9978
2009/1/4,7y,7,2.1439
2009/1/4,8y,8,2.3241
2009/1/4,9y,9,2.5177
2009/1/4,10y,10,2.7102
2009/1/4,15y,15,3.2716
2009/1/4,20y,20,3.5138
2009/1/4,30y,30,3.6305
2009/1/5,0d,0,0.5951
2009/1/5,1m,0.08,0.7956
2009/1/5,2m,0.17,0.9351
2009/1/5,3m,0.25,0.9509
2009/1/5,6m,0.5,1.0086
2009/1/5,9m,0.75,1.0717
2009/1/5,1y,1,1.0869
2009/1/5,2y,2,1.1884
2009/1/5,3y,3,1.3067
2009/1/5,4y,4,1.5458
2009/1/5,5y,5,1.7982
2009/1/5,6y,6,1.9729
2009/1/5,7y,7,2.1356
2009/1/5,8y,8,2.3269
2009/1/5,9y,9,2.5314
2009/1/5,10y,10,2.73
2009/1/5,15y,15,3.2718
2009/1/5,20y,20,3.4977
2009/1/5,30y,30,3.6065
2009/1/6,0d,0,0.5832
2009/1/6,1m,0.08,0.7819
2009/1/6,2m,0.17,0.9339
2009/1/6,3m,0.25,0.9614
2009/1/6,6m,0.5,0.9956
2009/1/6,9m,0.75,1.0716
2009/1/6,1y,1,1.077
2009/1/6,2y,2,1.1429
2009/1/6,3y,3,1.2843
2009/1/6,4y,4,1.5394
2009/1/6,5y,5,1.8067
2009/1/6,6y,6,1.9789
2009/1/6,7y,7,2.1356
2009/1/6,8y,8,2.3165
2009/1/6,9y,9,2.504
2009/1/6,10y,10,2.6909
2009/1/6,15y,15,3.2623
2009/1/6,20y,20,3.4778
2009/1/6,30y,30,3.5866
2009/1/7,0d,0,0.5759
2009/1/7,1m,0.08,0.7818
2009/1/7,2m,0.17,0.9298
2009/1/7,3m,0.25,0.95
2009/1/7,6m,0.5,0.9741
2009/1/7,9m,0.75,1.0138
2009/1/7,1y,1,1.0578
2009/1/7,2y,2,1.1125
2009/1/7,3y,3,1.3116
2009/1/7,4y,4,1.5525
2009/1/7,5y,5,1.788
2009/1/7,6y,6,1.9756
2009/1/7,7y,7,2.1391
2009/1/7,8y,8,2.3164
2009/1/7,9y,9,2.4938
2009/1/7,10y,10,2.6711
2009/1/7,15y,15,3.2529
2009/1/7,20y,20,3.465
2009/1/7,30y,30,3.5917
2009/1/8,0d,0,0.5694
2009/1/8,1m,0.08,0.7607
2009/1/8,2m,0.17,0.8998
2009/1/8,3m,0.25,0.92
2009/1/8,6m,0.5,0.9844
2009/1/8,9m,0.75,1.0008
2009/1/8,1y,1,1.0546
2009/1/8,2y,2,1.1137
2009/1/8,3y,3,1.2437
2009/1/8,4y,4,1.5023
2009/1/8,5y,5,1.79
2009/1/8,6y,6,1.981
2009/1/8,7y,7,2.1394
2009/1/8,8y,8,2.3166
2009/1/8,9y,9,2.4942
2009/1/8,10y,10,2.6716
2009/1/8,15y,15,3.2481
2009/1/8,20y,20,3.4634
2009/1/8,30y,30,3.5749
2009/1/9,0d,0,0.5694
2009/1/9,1m,0.08,0.7479
2009/1/9,2m,0.17,0.8796
2009/1/9,3m,0.25,0.9
2009/1/9,6m,0.5,0.9593
2009/1/9,9m,0.75,1.0092
2009/1/9,1y,1,1.0354
2009/1/9,2y,2,1.07
2009/1/9,3y,3,1.2489
2009/1/9,4y,4,1.4833
2009/1/9,5y,5,1.7342
2009/1/9,6y,6,1.9417
2009/1/9,7y,7,2.1359
2009/1/9,8y,8,2.323
2009/1/9,9y,9,2.4971
2009/1/9,10y,10,2.6722
2009/1/9,15y,15,3.2485
2009/1/9,20y,20,3.4547
2009/1/9,30y,30,3.5745
2009/1/12,0d,0,0.5664
2009/1/12,1m,0.08,0.7433
2009/1/12,2m,0.17,0.8662
2009/1/12,3m,0.25,0.88
2009/1/12,6m,0.5,0.94
2009/1/12,9m,0.75,0.9819
2009/1/12,1y,1,1.0403
2009/1/12,2y,2,1.096
2009/1/12,3y,3,1.2529
2009/1/12,4y,4,1.5096
2009/1/12,5y,5,1.7822
2009/1/12,6y,6,1.9794
2009/1/12,7y,7,2.1501
2009/1/12,8y,8,2.3345
2009/1/12,9y,9,2.5172
2009/1/12,10y,10,2.7
2009/1/12,15y,15,3.2637
2009/1/12,20y,20,3.4483
2009/1/12,30y,30,3.5566
2009/1/13,0d,0,0.564
2009/1/13,1m,0.08,0.7312
2009/1/13,2m,0.17,0.8498
2009/1/13,3m,0.25,0.865
2009/1/13,6m,0.5,0.9766
2009/1/13,9m,0.75,1.0027
2009/1/13,1y,1,1.0342
2009/1/13,2y,2,1.0958
2009/1/13,3y,3,1.2541
2009/1/13,4y,4,1.5268
2009/1/13,5y,5,1.8192
2009/1/13,6y,6,2.0362
2009/1/13,7y,7,2.2285
2009/1/13,8y,8,2.4303
2009/1/13,9y,9,2.6279
2009/1/13,10y,10,2.8257
2009/1/13,15y,15,3.345
2009/1/13,20y,20,3.4733
2009/1/13,30y,30,3.6066
2009/1/14,0d,0,0.5627
2009/1/14,1m,0.08,0.7269
2009/1/14,2m,0.17,0.8443
2009/1/14,3m,0.25,0.86
2009/1/14,6m,0.5,0.9392
2009/1/14,9m,0.75,0.9688
2009/1/14,1y,1,1.0511
2009/1/14,2y,2,1.152
2009/1/14,3y,3,1.26
2009/1/14,4y,4,1.5378
2009/1/14,5y,5,1.8825
2009/1/14,6y,6,2.1222
2009/1/14,7y,7,2.3414
2009/1/14,8y,8,2.5325
2009/1/14,9y,9,2.7037
2009/1/14,10y,10,2.8818
2009/1/14,15y,15,3.4188
2009/1/14,20y,20,3.53
2009/1/14,30y,30,3.6758
2009/1/15,0d,0,0.5623
2009/1/15,1m,0.08,0.7249
2009/1/15,2m,0.17,0.8445
2009/1/15,3m,0.25,0.8628
2009/1/15,6m,0.5,0.9714
2009/1/15,9m,0.75,0.9963
2009/1/15,1y,1,1.0511
2009/1/15,2y,2,1.1911
2009/1/15,3y,3,1.36
2009/1/15,4y,4,1.6908
2009/1/15,5y,5,2.0919
2009/1/15,6y,6,2.3034
2009/1/15,7y,7,2.4513
2009/1/15,8y,8,2.6331
2009/1/15,9y,9,2.8114
2009/1/15,10y,10,2.9897
2009/1/15,15y,15,3.4101
2009/1/15,20y,20,3.5404
2009/1/15,30y,30,3.7558
2009/1/16,0d,0,0.56
2009/1/16,1m,0.08,0.7473
2009/1/16,2m,0.17,0.8996
2009/1/16,3m,0.25,0.9335
2009/1/16,6m,0.5,0.993
2009/1/16,9m,0.75,1.0219
2009/1/16,1y,1,1.0718
2009/1/16,2y,2,1.2823
2009/1/16,3y,3,1.45
2009/1/16,4y,4,1.7852
2009/1/16,5y,5,2.1865
2009/1/16,6y,6,2.3973
2009/1/16,7y,7,2.5804
2009/1/16,8y,8,2.7427
2009/1/16,9y,9,2.8634
2009/1/16,10y,10,2.994
2009/1/16,15y,15,3.4352
2009/1/16,20y,20,3.5644
2009/1/16,30y,30,3.7393
2009/1/19,0d,0,0.5606
2009/1/19,1m,0.08,0.7769
2009/1/19,2m,0.17,0.9169
2009/1/19,3m,0.25,0.925
2009/1/19,6m,0.5,0.9575
2009/1/19,9m,0.75,0.9902
2009/1/19,1y,1,1.0897
2009/1/19,2y,2,1.2949
2009/1/19,3y,3,1.4456
2009/1/19,4y,4,1.8307
2009/1/19,5y,5,2.228
2009/1/19,6y,6,2.4428
2009/1/19,7y,7,2.6325
2009/1/19,8y,8,2.7913
2009/1/19,9y,9,2.8986
2009/1/19,10y,10,3.0123
2009/1/19,15y,15,3.4585
2009/1/19,20y,20,3.5555
2009/1/19,30y,30,3.711
2009/1/20,0d,0,0.5631
2009/1/20,1m,0.08,0.7708
2009/1/20,2m,0.17,0.9198
2009/1/20,3m,0.25,0.94
2009/1/20,6m,0.5,0.9689
2009/1/20,9m,0.75,0.9956
2009/1/20,1y,1,1.0804
2009/1/20,2y,2,1.3427
2009/1/20,3y,3,1.4997
2009/1/20,4y,4,1.9413
2009/1/20,5y,5,2.4625
2009/1/20,6y,6,2.6747
2009/1/20,7y,7,2.7964
2009/1/20,8y,8,2.9205
2009/1/20,9y,9,3.004
2009/1/20,10y,10,3.0995
2009/1/20,15y,15,3.5221
2009/1/20,20y,20,3.6042
2009/1/20,30y,30,3.75
2009/1/21,0d,0,0.6597
2009/1/21,1m,0.08,0.8164
2009/1/21,2m,0.17,0.9349
2009/1/21,3m,0.25,0.9553
2009/1/21,6m,0.5,1.0028
2009/1/21,9m,0.75,1.0568
2009/1/21,1y,1,1.1272
2009/1/21,2y,2,1.3633
2009/1/21,3y,3,1.5528
2009/1/21,4y,4,1.9573
2009/1/21,5y,5,2.4283
2009/1/21,6y,6,2.65
2009/1/21,7y,7,2.7891
2009/1/21,8y,8,2.9281
2009/1/21,9y,9,3.0285
2009/1/21,10y,10,3.1398
2009/1/21,15y,15,3.5567
2009/1/21,20y,20,3.6295
2009/1/21,30y,30,3.7835
2009/1/22,0d,0,0.6406
2009/1/22,1m,0.08,0.8071
2009/1/22,2m,0.17,0.9347
2009/1/22,3m,0.25,0.958
2009/1/22,6m,0.5,1.0151
2009/1/22,9m,0.75,1.0343
2009/1/22,1y,1,1.0969
2009/1/22,2y,2,1.332
2009/1/22,3y,3,1.447
2009/1/22,4y,4,1.8336
2009/1/22,5y,5,2.2854
2009/1/22,6y,6,2.5209
2009/1/22,7y,7,2.6983
2009/1/22,8y,8,2.8507
2009/1/22,9y,9,2.9529
2009/1/22,10y,10,3.0619
2009/1/22,15y,15,3.543
2009/1/22,20y,20,3.6287
2009/1/22,30y,30,3.7804
2009/1/23,0d,0,0.6239
2009/1/23,1m,0.08,0.794
2009/1/23,2m,0.17,0.9247
2009/1/23,3m,0.25,0.9488
2009/1/23,6m,0.5,1.011
2009/1/23,9m,0.75,1.0374
2009/1/23,1y,1,1.0837
2009/1/23,2y,2,1.2367
2009/1/23,3y,3,1.4897
2009/1/23,4y,4,1.8669
2009/1/23,5y,5,2.2605
2009/1/23,6y,6,2.5055
2009/1/23,7y,7,2.7004
2009/1/23,8y,8,2.8509
2009/1/23,9y,9,2.9396
2009/1/23,10y,10,3.0367
2009/1/23,15y,15,3.5019
2009/1/23,20y,20,3.6355
2009/1/23,30y,30,3.7769
2009/1/24,0d,0,0.6747
2009/1/24,1m,0.08,0.7887
2009/1/24,2m,0.17,0.8854
2009/1/24,3m,0.25,0.9097
2009/1/24,6m,0.5,0.972
2009/1/24,9m,0.75,1.0337
2009/1/24,1y,1,1.0884
2009/1/24,2y,2,1.2767
2009/1/24,3y,3,1.4432
2009/1/24,4y,4,1.8269
2009/1/24,5y,5,2.261
2009/1/24,6y,6,2.507
2009/1/24,7y,7,2.7013
2009/1/24,8y,8,2.8516
2009/1/24,9y,9,2.9399
2009/1/24,10y,10,3.0368
2009/1/24,15y,15,3.5041
2009/1/24,20y,20,3.6854
2009/1/24,30y,30,3.7753
2009/2/1,0d,0,0.6714
2009/2/1,1m,0.08,0.7755
2009/2/1,2m,0.17,0.8796
2009/2/1,3m,0.25,0.92
2009/2/1,6m,0.5,0.9924
2009/2/1,9m,0.75,1.0382
2009/2/1,1y,1,1.0737
2009/2/1,2y,2,1.2635
2009/2/1,3y,3,1.4549
2009/2/1,4y,4,1.8561
2009/2/1,5y,5,2.2958
2009/2/1,6y,6,2.5223
2009/2/1,7y,7,2.6927
2009/2/1,8y,8,2.8404
2009/2/1,9y,9,2.9415
2009/2/1,10y,10,3.0502
2009/2/1,15y,15,3.4993
2009/2/1,20y,20,3.6348
2009/2/1,30y,30,3.775
2009/2/2,0d,0,0.6614
2009/2/2,1m,0.08,0.7708
2009/2/2,2m,0.17,0.8803
2009/2/2,3m,0.25,0.9494
2009/2/2,6m,0.5,1.0141
2009/2/2,9m,0.75,1.0358
2009/2/2,1y,1,1.0736
2009/2/2,2y,2,1.3025
2009/2/2,3y,3,1.4988
2009/2/2,4y,4,1.903
2009/2/2,5y,5,2.347
2009/2/2,6y,6,2.5708
2009/2/2,7y,7,2.7381
2009/2/2,8y,8,2.8934
2009/2/2,9y,9,3.0139
2009/2/2,10y,10,3.1433
2009/2/2,15y,15,3.5187
2009/2/2,20y,20,3.68
2009/2/2,30y,30,3.8782
2009/2/3,0d,0,0.6815
2009/2/3,1m,0.08,0.7855
2009/2/3,2m,0.17,0.8896
2009/2/3,3m,0.25,0.95
2009/2/3,6m,0.5,1.0138
2009/2/3,9m,0.75,1.0405
2009/2/3,1y,1,1.0713
2009/2/3,2y,2,1.3061
2009/2/3,3y,3,1.6138
2009/2/3,4y,4,2.0315
2009/2/3,5y,5,2.4865
2009/2/3,6y,6,2.6773
2009/2/3,7y,7,2.7918
2009/2/3,8y,8,2.9313
2009/2/3,9y,9,3.0516
2009/2/3,10y,10,3.1766
2009/2/3,15y,15,3.5872
2009/2/3,20y,20,3.7
2009/2/3,30y,30,3.895
2009/2/4,0d,0,0.6707
2009/2/4,1m,0.08,0.7733
2009/2/4,2m,0.17,0.8746
2009/2/4,3m,0.25,0.9284
2009/2/4,6m,0.5,1.0049
2009/2/4,9m,0.75,1.0676
2009/2/4,1y,1,1.1143
2009/2/4,2y,2,1.371
2009/2/4,3y,3,1.7912
2009/2/4,4y,4,2.2023
2009/2/4,5y,5,2.5991
2009/2/4,6y,6,2.7704
2009/2/4,7y,7,2.8693
2009/2/4,8y,8,3.0143
2009/2/4,9y,9,3.1558
2009/2/4,10y,10,3.2946
2009/2/4,15y,15,3.6118
2009/2/4,20y,20,3.7629
2009/2/4,30y,30,3.9641
2009/2/5,0d,0,0.6814
2009/2/5,1m,0.08,0.8201
2009/2/5,2m,0.17,0.9441
2009/2/5,3m,0.25,0.9794
2009/2/5,6m,0.5,1.0564
2009/2/5,9m,0.75,1.0874
2009/2/5,1y,1,1.165
2009/2/5,2y,2,1.4687
2009/2/5,3y,3,1.852
2009/2/5,4y,4,2.2852
2009/2/5,5y,5,2.7016
2009/2/5,6y,6,2.8681
2009/2/5,7y,7,2.9991
2009/2/5,8y,8,3.1391
2009/2/5,9y,9,3.2734
2009/2/5,10y,10,3.4013
2009/2/5,15y,15,3.7605
2009/2/5,20y,20,3.8556
2009/2/5,30y,30,3.9546
2009/2/6,0d,0,0.6793
2009/2/6,1m,0.08,0.7979
2009/2/6,2m,0.17,0.9098
2009/2/6,3m,0.25,0.9455
